Treasure Class	group	level	Picks	Unique	Set	Rare	Magic	NoDrop	Item1	Prob1	Item2	Prob2	Item3	Prob3	Item4	Prob4	Item5	Prob5	Item6	Prob6	Item7	Prob7	Item8	Prob8	Item9	Prob9	Item10	Prob10	*ItemProbSum	*ItemProbTotal	*TreasureClassDropChance	ConditionCalc	firstLadderSeason	lastLadderSeason	noAlwaysSpawn	QuestFlag	QuestFlagEx	*eol
Cow King Desecrated B	33	40	5	920	983	983	1024	0	Act 1 (N) Uitem A	1	Act 1 (N) Melee A	2																										0
Cow King Desecrated C	33	48	5	920	983	983	1024	0	Act 3 (N) Uitem A	1	Act 3 (N) Melee A	2																										0
Cow King (N)			5	915	983	983	1024	0	Act 1 (H) Uitem C	1	Act 1 (N) Melee B	2																										0
Cow King (N) Desecrated A	33	67	5	920	983	983	1024	0	Act 1 (H) Uitem C	1	Act 1 (H) Melee B	2																										0
Cow King (N) Desecrated C	33	73	5	920	983	983	1024	0	Act 3 (H) Uitem C	1	Act 3 (H) Melee B	2																										0
Cow King (H)			5	920	983	983	1024	0	Act 1 (H) Uitem C	1	Act 1 (H) Melee B	2																										0
Cow King Item (H) Desecrated A			5	920	983	983	1024	0	Act 4 (H) Uitem B	1	Act 4 (H) Melee B	2																										0
Cow King Item (H) Desecrated B			5	920	983	983	1024	0	Act 5 (H) Uitem A	1	Act 5 (H) Melee A	2																										0
Cow King Item (H) Desecrated C			5	920	983	983	1024	0	Act 5 (H) Uitem B	1	Act 5 (H) Melee B	2																										0
Cow King Item (H) Desecrated D			5	920	983	983	1024	0	Act 5 (H) Uitem C	1	Act 5 (H) Melee C	2																										0
Cow King (H) Desecrated A	33	86	-1					0	Cow King Item (H) Desecrated A	1																												0
Cow King (H) Desecrated B	33	90	-1					0	Cow King Item (H) Desecrated B	1																												0
Cow King (H) Desecrated C	33	93	-1					0	Cow King Item (H) Desecrated C	1																												0
Cow King (H) Desecrated D	33	96	-1					0	Cow King Item (H) Desecrated D	1																												0
Duriel			5					0	tsc	1	Duriel - Base	2																										0
Duriel Desecrated A	34	22	5					0	tsc	1	Duriel - Base Desecrated A	2																										0
Duriel Desecrated B	34	36	5					0	tsc	1	Duriel - Base Desecrated B	2																										0
Duriel Desecrated C	34	48	5					0	tsc	1	Duriel - Base Desecrated C	2																										0
Duriel (N)			5					0	tsc	1	Duriel (N) - Base	2																										0
Duriel (N) Desecrated A	34	55	5					0	tsc	1	Duriel (N) - Base Desecrated A	2																										0
Duriel (N) Desecrated B	34	63	5					0	tsc	1	Duriel (N) - Base Desecrated B	2																										0
Duriel (N) Desecrated C	34	73	5					0	tsc	1	Duriel (N) - Base Desecrated C	2																										0
Duriel (H)			5					0	tsc	1	Duriel (H) - Base	2																										0
Duriel (H) Desecrated Five			5					0	tsc	1	Duriel (H) - Base Desecrated A	2																										0
Duriel (H) Desecrated Town Portal			5					0	tsc	1	Duriel (H) - Base Desecrated B	2																										0
Duriel (H) Desecrated Scrolls			5					0	tsc	1	Duriel (H) - Base Desecrated C	2																										0
Duriel (H) Desecrated Incoming			5					0	tsc	1	Duriel (H) - Base Desecrated D	2																										0
Duriel (H) Desecrated A	34	88	-1					0	Duriel (H) Desecrated Five	1																												0
Duriel (H) Desecrated B	34	90	-1					0	Duriel (H) Desecrated Town Portal	1																												0
Duriel (H) Desecrated C	34	93	-1					0	Duriel (H) Desecrated Scrolls	1																												0
Duriel (H) Desecrated D	34	96	-1					0	Duriel (H) Desecrated Incoming	1																												0
Durielq			5					0	tsc	1	Durielq - Base	2																										0
Durielq (N)			5					0	tsc	1	Durielq (N) - Base	2																										0
Durielq (H)			5					0	tsc	1	Durielq (H) - Base	2																										0
ROP			1	1024				0	Diablo	1																												0
ROP (N)			1	1024				0	Diablo (N)	4	Annihilus	1																										0
ROP (H)			1	1024				0	Annihilus	1																												0
Countess Rune			3					5	Runes 9	15																												0
Countess Rune (N)			3					5	Runes 12	15																												0
Countess Rune (H)			3					5	Runes 17	15																												0
Countess Item			5					3	"gld,mul=1280"	11	Act 1 Equip C	19	Runes 12	15	Act 2 Good	4																						0
Countess Item Desecrated A			5					1	"gld,mul=1280"	11	Act 2 Equip A	19	Runes 12	15	Act 3 Good	4																						0
Countess Item Desecrated B			5					1	"gld,mul=1280"	11	Act 5 Equip A	19	Runes 12	15	Act 1 (N) Good	4																						0
Countess Item Desecrated C			5					1	"gld,mul=1280"	11	Act 3 (N) Equip A	19	Runes 12	15	Act 4 (N) Good	4																						0
Countess Item (N)			5					3	"gld,mul=1536"	11	Act 1 (N) Equip C	19	Runes 15	15	Act 2 (N) Good	4																						0
Countess Item (N) Desecrated A			5					1	"gld,mul=1536"	11	Act 2 (N) Equip B	19	Runes 15	15	Act 3 (N) Good	4																						0
Countess Item (N) Desecrated B			5					1	"gld,mul=1536"	11	Act 4 (N) Equip B	19	Runes 15	15	Act 5 (N) Good	4																						0
Countess Item (N) Desecrated C			5					1	"gld,mul=1536"	11	Act 3 (H) Equip A	19	Runes 15	15	Act 4 (H) Good	4																						0
Countess Item (H)			5					0	"gld,mul=2048"	11	Act 1 (H) Equip C	19	Runes 17	15	Act 2 (H) Good	4	pk1	2																				0
Countess Item (H) Desecrated A			5					0	"gld,mul=2048"	11	Act 4 (H) Equip A	19	Runes 17	15	Act 4 (H) Good	4	pk1	2																				0
Countess Item (H) Desecrated B			5					0	"gld,mul=2048"	11	Act 4 (H) Equip B	19	Runes 17	15	Act 4 (H) Good	4	pk1	2																				0
Countess Item (H) Desecrated C			5					0	"gld,mul=2048"	11	Act 4 (H) Equip C	19	Runes 17	15	Act 4 (H) Good	4	pk1	2																				0
Countess Item (H) Desecrated D			5					0	"gld,mul=2048"	11	Act 5 (H) Equip A	19	Runes 17	15	Act 5 (H) Good	4	pk1	2																				0
Countess Item (H) Desecrated E			5					0	"gld,mul=2048"	11	Act 5 (H) Equip B	19	Runes 17	15	Act 5 (H) Good	4	pk1	2																				0
Countess Item (H) Desecrated F			5					0	"gld,mul=2048"	11	Act 5 (H) Equip C	19	Runes 17	15	Act 5 (H) Good	4	pk1	2																				0
Countess			-2	915	915	950	1024	0	Countess Item	1	Countess Rune	1																										0
Countess Desecrated A	35	11	-2	920	920	955	1024	0	Countess Item Desecrated A	1	Countess Rune	1																										0
Countess Desecrated B	35	34	-2	920	920	955	1024	0	Countess Item Desecrated B	1	Countess Rune	1																										0
Countess Desecrated C	35	48	-2	920	920	955	1024	0	Countess Item Desecrated C	1	Countess Rune	1																										0
Countess (N)			-2	915	915	983	1024	0	Countess Item (N)	1	Countess Rune (N)	1																										0
Countess (N) Desecrated A	35	45	-2	920	920	983	1024	0	Countess Item (N) Desecrated A	1	Countess Rune (N)	1																										0
Countess (N) Desecrated B	35	59	-2	920	920	983	1024	0	Countess Item (N) Desecrated B	1	Countess Rune (N)	1																										0
Countess (N) Desecrated C	35	73	-2	920	920	983	1024	0	Countess Item (N) Desecrated C	1	Countess Rune (N)	1																										0
Countess (H)			-2	920	920	983	1024	0	Countess Item (H)	1	Countess Rune (H)	1																										0
Countess (H) Desecrated A	35	82	-2	920	920	983	1024	0	Countess Item (H) Desecrated A	1	Countess Rune (H)	1																										0
Countess (H) Desecrated B	35	84	-2	920	920	983	1024	0	Countess Item (H) Desecrated B	1	Countess Rune (H)	1																										0
Countess (H) Desecrated C	35	87	-2	920	920	983	1024	0	Countess Item (H) Desecrated C	1	Countess Rune (H)	1																										0
Countess (H) Desecrated D	35	90	-2	920	920	983	1024	0	Countess Item (H) Desecrated D	1	Countess Rune (H)	1																										0
Countess (H) Desecrated E	35	93	-2	920	920	983	1024	0	Countess Item (H) Desecrated E	1	Countess Rune (H)	1																										0
Countess (H) Desecrated F	35	96	-2	920	920	983	1024	0	Countess Item (H) Desecrated F	1	Countess Rune (H)	1																										0
Uber Andariel			1	1024				0	dhn	1																												0
Uber Duriel			1	1024				0	bey	1																												0
Uber Izual			1	1024				0	mbr	1																												0
Pandemonium Key A			1	1024				0	pk1	1																												0
Pandemonium Key B			1	1024				0	pk2	1																												0
Pandemonium Key C			1	1024				0	pk3	1																												0
Act 1 (H) Champ A Desecrated	36	63	-2					0	Act 1 (H) Champ A	1	Act 3 Terrorize Act Consumable Desecrated 	1																										0
Act 1 (H) Champ B Desecrated	36	66	-2					0	Act 1 (H) Champ B	1	Act 3 Terrorize Act Consumable Desecrated 	1																										0
Act 1 (H) Champ C Desecrated	36	68	-2					0	Act 1 (H) Champ C	1	Act 3 Terrorize Act Consumable Desecrated 	1																										0
Act 2 (H) Champ A Desecrated	36	69	-2					0	Act 2 (H) Champ A	1	Act 4 Terrorize Act Consumable Desecrated 	1																										0
Act 2 (H) Champ B Desecrated	36	71	-2					0	Act 2 (H) Champ B	1	Act 4 Terrorize Act Consumable Desecrated 	1																										0
Act 2 (H) Champ C Desecrated	36	72	-2					0	Act 2 (H) Champ C	1	Act 4 Terrorize Act Consumable Desecrated 	1																										0
Act 3 (H) Champ A Desecrated	36	74	-2					0	Act 3 (H) Champ A	1	Act 5 Terrorize Act Consumable Desecrated 	1																										0
Act 3 (H) Champ B Desecrated	36	75	-2					0	Act 3 (H) Champ B	1	Act 5 Terrorize Act Consumable Desecrated 	1																										0
Act 3 (H) Champ C Desecrated	36	77	-2					0	Act 3 (H) Champ C	1	Act 5 Terrorize Act Consumable Desecrated 	1																										0
Act 4 (H) Champ A Desecrated	36	78	-2					0	Act 4 (H) Champ A	1	Act 2 Terrorize Act Consumable Desecrated 	1																										0
Act 4 (H) Champ B Desecrated	36	80	-2					0	Act 4 (H) Champ B	1	Act 2 Terrorize Act Consumable Desecrated 	1																										0
Act 5 (H) Champ A Desecrated	36	81	-2					0	Act 5 (H) Champ A	1	Act 1 Terrorize Act Consumable Desecrated 	1																										0
Act 5 (H) Champ B Desecrated	36	83	-2					0	Act 5 (H) Champ B	1	Act 1 Terrorize Act Consumable Desecrated 	1																										0
Act 5 (H) Champ C Desecrated	36	85	-2					0	Act 5 (H) Champ C	1	Act 1 Terrorize Act Consumable Desecrated 	1																										0
Act 1 (H) Unique A Desecrated	37	63	-2					0	Act 1 (H) Unique A	1	Act 3 Terrorize Act Consumable Desecrated 	1																										0
Act 1 (H) Unique B Desecrated	37	66	-2					0	Act 1 (H) Unique B	1	Act 3 Terrorize Act Consumable Desecrated 	1																										0
Act 1 (H) Unique C Desecrated	37	68	-2					0	Act 1 (H) Unique C	1	Act 3 Terrorize Act Consumable Desecrated 	1																										0
Act 2 (H) Unique A Desecrated	37	69	-2					0	Act 2 (H) Unique A	1	Act 4 Terrorize Act Consumable Desecrated 	1																										0
Act 2 (H) Unique B Desecrated	37	71	-2					0	Act 2 (H) Unique B	1	Act 4 Terrorize Act Consumable Desecrated 	1																										0
Act 2 (H) Unique C Desecrated	37	72	-2					0	Act 2 (H) Unique C	1	Act 4 Terrorize Act Consumable Desecrated 	1																										0
Act 3 (H) Unique A Desecrated	37	74	-2					0	Act 3 (H) Unique A	1	Act 5 Terrorize Act Consumable Desecrated 	1																										0
Act 3 (H) Unique B Desecrated	37	75	-2					0	Act 3 (H) Unique B	1	Act 5 Terrorize Act Consumable Desecrated 	1																										0
Act 3 (H) Unique C Desecrated	37	77	-2					0	Act 3 (H) Unique C	1	Act 5 Terrorize Act Consumable Desecrated 	1																										0
Act 4 (H) Unique A Desecrated	37	78	-2					0	Act 4 (H) Unique A	1	Act 2 Terrorize Act Consumable Desecrated 	1																										0
Act 4 (H) Unique B Desecrated	37	80	-2					0	Act 4 (H) Unique B	1	Act 2 Terrorize Act Consumable Desecrated 	1																										0
Act 5 (H) Unique A Desecrated	37	81	-2					0	Act 5 (H) Unique A	1	Act 1 Terrorize Act Consumable Desecrated 	1																										0
Act 5 (H) Unique B Desecrated	37	83	-2					0	Act 5 (H) Unique B	1	Act 1 Terrorize Act Consumable Desecrated 	1																										0
Act 5 (H) Unique C Desecrated	37	85	-2					0	Act 5 (H) Unique C	1	Act 1 Terrorize Act Consumable Desecrated 	1																										0
Act 1 (H) Super A Desecrated	38	67	-2					0	Act 1 (H) Super A	1	Act 3 Terrorize Act Consumable Desecrated 	1																										0
Act 1 (H) Super B Desecrated	38	67	-2					0	Act 1 (H) Super B	1	Act 3 Terrorize Act Consumable Desecrated 	1																										0
Act 1 (H) Super C Desecrated	38	68	-2					0	Act 1 (H) Super C	1	Act 3 Terrorize Act Consumable Desecrated 	1																										0
Act 2 (H) Super A Desecrated	38	68	-2					0	Act 2 (H) Super A	1	Act 4 Terrorize Act Consumable Desecrated 	1																										0
Act 2 (H) Super B Desecrated	38	69	-2					0	Act 2 (H) Super B	1	Act 4 Terrorize Act Consumable Desecrated 	1																										0
Act 2 (H) Super C Desecrated	38	72	-2					0	Act 2 (H) Super C	1	Act 4 Terrorize Act Consumable Desecrated 	1																										0
Act 3 (H) Super A Desecrated	38	73	-2					0	Act 3 (H) Super A	1	Act 5 Terrorize Act Consumable Desecrated 	1																										0
Act 3 (H) Super B Desecrated	38	75	-2					0	Act 3 (H) Super B	1	Act 5 Terrorize Act Consumable Desecrated 	1																										0
Act 3 (H) Super C Desecrated	38	78	-2					0	Act 3 (H) Super C	1	Act 5 Terrorize Act Consumable Desecrated 	1																										0
Act 4 (H) Super A Desecrated	38	81	-2					0	Act 4 (H) Super A	1	Act 2 Terrorize Act Consumable Desecrated 	1																										0
Act 4 (H) Super B Desecrated	38	84	-2					0	Act 4 (H) Super B	1	Act 2 Terrorize Act Consumable Desecrated 	1																										0
Act 4 (H) Super C Desecrated	38	87	-2					0	Act 4 (H) Super C	1	Act 2 Terrorize Act Consumable Desecrated 	1																										0
Act 5 (H) Super A Desecrated	38	90	-2					0	Act 5 (H) Super A	1	Act 1 Terrorize Act Consumable Desecrated 	1																										0
Act 5 (H) Super B Desecrated	38	93	-2					0	Act 5 (H) Super B	1	Act 1 Terrorize Act Consumable Desecrated 	1																										0
Act 5 (H) Super C Desecrated	38	96	-2					0	Act 5 (H) Super C	1	Act 1 Terrorize Act Consumable Desecrated 	1																										0
Act 1 (H) Super Ax Desecrated	39	67	-2					0	Act 1 (H) Super Ax	1	Act 3 Terrorize Act Consumable Desecrated 	1																										0
Act 1 (H) Super Bx Desecrated	39	67	-2					0	Act 1 (H) Super Bx	1	Act 3 Terrorize Act Consumable Desecrated 	1																										0
Act 1 (H) Super Cx Desecrated	39	68	-2					0	Act 1 (H) Super Cx	1	Act 3 Terrorize Act Consumable Desecrated 	1																										0
Act 2 (H) Super Ax Desecrated	39	68	-2					0	Act 2 (H) Super Ax	1	Act 4 Terrorize Act Consumable Desecrated 	1																										0
Act 2 (H) Super Bx Desecrated	39	69	-2					0	Act 2 (H) Super Bx	1	Act 4 Terrorize Act Consumable Desecrated 	1																										0
Act 2 (H) Super Cx Desecrated	39	72	-2					0	Act 2 (H) Super Cx	1	Act 4 Terrorize Act Consumable Desecrated 	1																										0
Act 3 (H) Super Ax Desecrated	39	73	-2					0	Act 3 (H) Super Ax	1	Act 5 Terrorize Act Consumable Desecrated 	1																										0
Act 3 (H) Super Bx Desecrated	39	75	-2					0	Act 3 (H) Super Bx	1	Act 5 Terrorize Act Consumable Desecrated 	1																										0
Act 3 (H) Super Cx Desecrated	39	78	-2					0	Act 3 (H) Super Cx	1	Act 5 Terrorize Act Consumable Desecrated 	1																										0
Act 4 (H) Super Ax Desecrated	39	81	-2					0	Act 4 (H) Super Ax	1	Act 2 Terrorize Act Consumable Desecrated 	1																										0
Act 4 (H) Super Bx Desecrated	39	84	-2					0	Act 4 (H) Super Bx	1	Act 2 Terrorize Act Consumable Desecrated 	1																										0
Act 4 (H) Super Cx Desecrated	39	87	-2					0	Act 4 (H) Super Cx	1	Act 2 Terrorize Act Consumable Desecrated 	1																										0
Act 5 (H) Super Ax Desecrated	39	90	-2					0	Act 5 (H) Super Ax	1	Act 1 Terrorize Act Consumable Desecrated 	1																										0
Act 5 (H) Super Bx Desecrated	39	93	-2					0	Act 5 (H) Super Bx	1	Act 1 Terrorize Act Consumable Desecrated 	1																										0
Act 5 (H) Super Cx Desecrated	39	96	-2					0	Act 5 (H) Super Cx	1	Act 1 Terrorize Act Consumable Desecrated 	1																										0
Uber Talic	40	110	1					0	Defender's Bile	1	Defender's Fire	1																										0
Uber Madawc	40	110	1					0	Guardian's Light	1	Guardian's Thunder	1																										0
Uber Korlic	40	110	1					0	Protector's Stone	1	Protector's Frost	1																										0
Act 1 Equip A Desecrated Herald			1						weap3	7	armo3	7																										0
Act 1 Equip B Desecrated Herald			1						weap3	3	armo3	3	weap6	7	armo6	7																						0
Act 1 Equip C Desecrated Herald			1						weap3	2	armo3	1	weap6	6	armo6	3	weap9	14	armo9	7	weap12	2	armo12	1														0
Act 2 Equip A Desecrated Herald			1						weap6	2	armo6	1	weap9	6	armo9	3	weap12	14	armo12	7	weap15	2	armo15	1	Act 1 Equip C Desecrated Herald	151												0
Act 2 Equip B Desecrated Herald			1						weap9	2	armo9	1	weap12	6	armo12	3	weap15	14	armo15	7	weap18	2	armo18	1	Act 2 Equip A Desecrated Herald	155												0
Act 2 Equip C Desecrated Herald			1						weap12	2	armo12	1	weap15	6	armo15	3	weap18	14	armo18	7	weap21	2	armo21	1	Act 2 Equip B Desecrated Herald	160												0
Act 3 Equip A Desecrated Herald			1						weap15	2	armo15	1	weap18	6	armo18	3	weap21	14	armo21	7	weap24	2	armo24	1	Act 2 Equip C Desecrated Herald	166												0
Act 3 Equip B Desecrated Herald			1						weap18	2	armo18	1	weap21	6	armo21	3	weap24	14	armo24	7	weap27	2	armo27	1	Act 3 Equip A Desecrated Herald	172												0
Act 3 Equip C Desecrated Herald			1						weap21	2	armo21	1	weap24	6	armo24	3	weap27	14	armo27	7	weap30	2	armo30	1	Act 3 Equip B Desecrated Herald	177												0
Act 4 Equip A Desecrated Herald			1						weap24	2	armo24	1	weap27	6	armo27	3	weap30	14	armo30	4	weap33	2	armo33	1	Act 3 Equip C Desecrated Herald	182												0
Act 4 Equip B Desecrated Herald			1						weap27	2	armo27	1	weap30	6	armo30	3	weap33	14	armo33	3	weap36	2	armo36	1	Act 4 Equip A Desecrated Herald	187												0
Act 5 Equip A Desecrated Herald			1						weap27	2	armo27	1	weap30	6	armo30	3	weap33	14	armo33	3	weap36	7	armo36	5	Act 4 Equip B Desecrated Herald	191												0
Act 5 Equip B Desecrated Herald			1						weap30	2	armo30	1	weap33	6	armo33	2	weap36	14	armo36	7	weap39	2	armo39	1	Act 5 Equip A Desecrated Herald	196												0
Act 5 Equip C Desecrated Herald			1						weap30	2	armo30	1	weap33	6	armo33	2	weap36	14	armo36	7	weap39	2	armo39	1	Act 5 Equip B Desecrated Herald	200												0
Act 1 (N) Equip A Desecrated Herald			1						weap33	2	armo33	1	weap36	6	armo36	3	weap39	14	armo39	7	weap42	2	armo42	1	Act 5 Equip C Desecrated Herald	320												0
Act 1 (N) Equip B Desecrated Herald			1						weap33	2	armo33	1	weap36	6	armo36	3	weap39	14	armo39	7	weap42	6	armo42	3	Act 1 (N) Equip A Desecrated Herald	324												0
Act 1 (N) Equip C  Desecrated Herald			1						weap36	2	armo36	1	weap39	6	armo39	3	weap42	14	armo42	7	weap45	2	armo45	1	Act 1 (N) Equip B Desecrated Herald	975												0
Act 2 (N) Equip A Desecrated Herald			1						weap36	2	armo36	1	weap39	6	armo39	3	weap42	14	armo42	7	weap45	6	armo45	3	Act 1 (N) Equip C  Desecrated Herald	1000												0
Act 2 (N) Equip B Desecrated Herald			1						weap39	2	armo39	1	weap42	6	armo42	3	weap45	14	armo45	7	weap48	2	armo48	1	Act 2 (N) Equip A Desecrated Herald	349												0
Act 2 (N) Equip C Desecrated Herald			1						weap39	2	armo39	1	weap42	6	armo42	3	weap45	14	armo45	7	weap48	6	armo48	3	Act 2 (N) Equip B Desecrated Herald	359												0
Act 3 (N) Equip A Desecrated Herald			1						weap42	2	armo42	1	weap45	6	armo45	3	weap48	14	armo48	7	weap51	2	armo51	1	Act 2 (N) Equip C Desecrated Herald	370												0
Act 3 (N) Equip B Desecrated Herald			1						weap42	2	armo42	1	weap45	6	armo45	3	weap48	14	armo48	7	weap51	6	armo51	3	Act 3 (N) Equip A Desecrated Herald	381												0
Act 3 (N) Equip C Desecrated Herald			1						weap45	2	armo45	1	weap48	6	armo48	3	weap51	14	armo51	7	weap54	2	armo54	1	Act 3 (N) Equip B Desecrated Herald	393												0
Act 4 (N) Equip A Desecrated Herald			1						weap45	2	armo45	1	weap48	6	armo48	3	weap51	14	armo51	7	weap54	6	armo54	3	Act 3 (N) Equip C Desecrated Herald	405												0
Act 4 (N) Equip B Desecrated Herald			1						weap48	2	armo48	1	weap51	6	armo51	3	weap54	14	armo54	7	weap57	2	armo57	1	Act 4 (N) Equip A Desecrated Herald	414												0
Act 4 (N) Equip C Desecrated Herald			1						weap48	2	armo48	1	weap51	6	armo51	3	weap54	14	armo54	7	weap57	6	armo57	3	Act 4 (N) Equip B Desecrated Herald	424												0
Act 5 (N) Equip A Desecrated Herald			1						weap51	2	armo51	1	weap54	6	armo54	3	weap57	14	armo57	7	weap60	2	armo60	1	Act 4 (N) Equip C Desecrated Herald	433												0
Act 5 (N) Equip B Desecrated Herald			1						weap51	2	armo51	1	weap54	6	armo54	3	weap57	14	armo57	7	weap60	6	armo60	3	Act 5 (N) Equip A Desecrated Herald	441												0
Act 5 (N) Equip C Desecrated Herald			1						weap54	2	armo54	1	weap57	6	armo57	3	weap60	14	armo60	7	weap63	2	armo63	1	Act 5 (N) Equip B Desecrated Herald	450												0
Act 1 (H) Equip A Desecrated Herald			1						weap54	2	armo54	1	weap57	6	armo57	3	weap60	14	armo60	7	weap63	6	armo63	3	Act 5 (N) Equip C Desecrated Herald	520												0
Act 1 (H) Equip B Desecrated Herald			1						weap57	2	armo57	1	weap60	6	armo60	3	weap63	14	armo63	7	weap66	2	armo66	1	Act 1 (H) Equip A Desecrated Herald	525												0
Act 1 (H) Equip C Desecrated Herald			1						weap57	2	armo57	1	weap60	6	armo60	3	weap63	14	armo63	7	weap66	6	armo66	3	Act 1 (H) Equip B Desecrated Herald	534												0
Act 2 (H) Equip A Desecrated Herald			1						weap60	2	armo60	1	weap63	6	armo63	3	weap66	14	armo66	7	weap69	2	armo69	1	Act 1 (H) Equip C Desecrated Herald	545												0
Act 2 (H) Equip B Desecrated Herald			1						weap60	2	armo60	1	weap63	6	armo63	3	weap66	14	armo66	7	weap69	6	armo69	3	Act 2 (H) Equip A Desecrated Herald	558												0
Act 2 (H) Equip C Desecrated Herald			1						weap63	2	armo63	1	weap66	6	armo66	3	weap69	14	armo69	7	weap72	2	armo72	1	Act 2 (H) Equip B Desecrated Herald	572												0
Act 3 (H) Equip A Desecrated Herald			1						weap63	2	armo63	1	weap66	6	armo66	3	weap69	14	armo69	7	weap72	6	armo72	3	Act 2 (H) Equip C Desecrated Herald	587												0
Act 3 (H) Equip B Desecrated Herald			1						weap66	2	armo66	1	weap69	6	armo69	3	weap72	14	armo72	7	weap75	2	armo75	1	Act 3 (H) Equip A Desecrated Herald	603												0
Act 3 (H) Equip C Desecrated Herald			1						weap66	2	armo66	1	weap69	6	armo69	3	weap72	14	armo72	7	weap75	6	armo75	3	Act 3 (H) Equip B Desecrated Herald	620												0
Act 4 (H) Equip A Desecrated Herald			1						weap69	2	armo69	1	weap72	6	armo72	3	weap75	14	armo75	7	weap78	2	armo78	1	Act 3 (H) Equip C Desecrated Herald	637												0
Act 4 (H) Equip B Desecrated Herald			1						weap69	2	armo69	1	weap72	6	armo72	3	weap75	14	armo75	7	weap78	6	armo78	3	Act 4 (H) Equip A Desecrated Herald	651												0
Act 4 (H) Equip C Desecrated Herald			1						weap72	2	armo72	1	weap75	6	armo75	3	weap78	14	armo78	7	weap81	2	armo81	1	Act 4 (H) Equip B Desecrated Herald	664												0
Act 5 (H) Equip A Desecrated Herald			1						weap75	2	armo75	1	weap78	6	armo78	3	weap81	14	armo81	7	weap84	2	armo84	1	Act 4 (H) Equip C Desecrated Herald	676												0
Act 5 (H) Equip B Desecrated Herald			1						weap78	2	armo78	1	weap81	6	armo81	3	weap84	14	armo84	7	weap87	2	armo87	1	Act 5 (H) Equip A Desecrated Herald	688												0
Act 5 (H) Equip C Desecrated Herald			1						weap81	2	armo81	1	weap84	6	armo84	3	weap87	14	armo87	7	weap87	1	armo87	1	Act 5 (H) Equip B Desecrated Herald	700												0
Act 1 (H) Good Desecrated Herald			1						Jewelry C	75	Chipped Gem	2	Flawed Gem	5	Normal Gem	14	Flawless Gem	28	Runes 13	18																		0
Act 2 (H) Good Desecrated Herald			1						Jewelry C	75	Chipped Gem	2	Flawed Gem	5	Normal Gem	14	Flawless Gem	28	Runes 14	18																		0
Act 3 (H) Good Desecrated Herald			1						Jewelry C	75	Chipped Gem	2	Flawed Gem	5	Normal Gem	14	Flawless Gem	28	Runes 15	18																		0
Act 4 (H) Good Desecrated Herald			1						Jewelry C	75	Chipped Gem	2	Flawed Gem	5	Normal Gem	14	Flawless Gem	28	Runes 16	18																		0
Act 5 (H) Good Desecrated Herald			1						Jewelry C	75	Chipped Gem	2	Flawed Gem	5	Normal Gem	14	Flawless Gem	28	Runes 17	18																		0
Act 1 (H) Herald Item A			1	850	850	910	1024	0	Act 1 (H) Equip A Desecrated Herald	116	Act 1 (H) Good Desecrated Herald	8																										0
Act 1 (H) Herald Item B			1	850	850	910	1024	0	Act 1 (H) Equip B Desecrated Herald	116	Act 1 (H) Good Desecrated Herald	8																										0
Act 1 (H) Herald Item C			1	850	850	910	1024	0	Act 1 (H) Equip C Desecrated Herald	116	Act 1 (H) Good Desecrated Herald	8																										0
Act 2 (H) Herald Item D			1	875	875	930	1024	0	Act 2 (H) Equip A Desecrated Herald	116	Act 2 (H) Good Desecrated Herald	8																										0
Act 2 (H) Herald Item E			1	875	875	930	1024	0	Act 2 (H) Equip B Desecrated Herald	116	Act 2 (H) Good Desecrated Herald	8																										0
Act 2 (H) Herald Item F			1	875	875	930	1024	0	Act 2 (H) Equip C Desecrated Herald	116	Act 2 (H) Good Desecrated Herald	8																										0
Act 3 (H) Herald Item G			1	905	905	950	1024	0	Act 3 (H) Equip A Desecrated Herald	116	Act 3 (H) Good Desecrated Herald	8																										0
Act 3 (H) Herald Item H			1	905	905	950	1024	0	Act 3 (H) Equip B Desecrated Herald	116	Act 3 (H) Good Desecrated Herald	8																										0
Act 3 (H) Herald Item I			1	905	905	950	1024	0	Act 3 (H) Equip C Desecrated Herald	116	Act 3 (H) Good Desecrated Herald	8																										0
Act 4 (H) Herald Item J			1	935	935	968	1024	0	Act 4 (H) Equip A Desecrated Herald	116	Act 4 (H) Good Desecrated Herald	8																										0
Act 4 (H) Herald Item K			1	935	935	968	1024	0	Act 4 (H) Equip B Desecrated Herald	116	Act 4 (H) Good Desecrated Herald	8																										0
Act 5 (H) Herald Item L			1	960	960	985	1024	0	Act 5 (H) Equip A Desecrated Herald	116	Act 5 (H) Good Desecrated Herald	8																										0
Act 5 (H) Herald Item M			1	960	960	985	1024	0	Act 5 (H) Equip B Desecrated Herald	116	Act 5 (H) Good Desecrated Herald	8																										0
Act 5 (H) Herald Item N			1	960	960	985	1024	0	Act 5 (H) Equip C Desecrated Herald	116	Act 5 (H) Good Desecrated Herald	8																										0
Act 1 (H) Herald Item A - 1 Extra			-1	850	850	910	1024	0	Act 1 (H) Herald Item A	1																						(stat('heraldtier'.accr)>1) * (stat('heraldtier'.accr) < 4)						0
Act 1 (H) Herald Item B - 1 Extra			-1	850	850	910	1024	0	Act 1 (H) Herald Item B	1																						(stat('heraldtier'.accr)>1) * (stat('heraldtier'.accr) < 4)						0
