description	enabled	firstLadderSeason	lastLadderSeason	min diff	version	op	param	value	class	numinputs	input 1	input 2	input 3	input 4	input 5	input 6	input 7	output	lvl	plvl	ilvl	mod 1	mod 1 chance	mod 1 param	mod 1 min	mod 1 max	mod 2	mod 2 chance	mod 2 param	mod 2 min	mod 2 max	mod 3	mod 3 chance	mod 3 param	mod 3 min	mod 3 max	mod 4	mod 4 chance	mod 4 param	mod 4 min	mod 4 max	mod 5	mod 5 chance	mod 5 param	mod 5 min	mod 5 max	output b	b lvl	b plvl	b ilvl	b mod 1	b mod 1 chance	b mod 1 param	b mod 1 min	b mod 1 max	b mod 2	b mod 2 chance	b mod 2 param	b mod 2 min	b mod 2 max	b mod 3	b mod 3 chance	b mod 3 param	b mod 3 min	b mod 3 max	b mod 4	b mod 4 chance	b mod 4 param	b mod 4 min	b mod 4 max	b mod 5	b mod 5 chance	b mod 5 param	b mod 5 min	b mod 5 max	output c	c lvl	c plvl	c ilvl	c mod 1	c mod 1 chance	c mod 1 param	c mod 1 min	c mod 1 max	c mod 2	c mod 2 chance	c mod 2 param	c mod 2 min	c mod 2 max	c mod 3	c mod 3 chance	c mod 3 param	c mod 3 min	c mod 3 max	c mod 4	c mod 4 chance	c mod 4 param	c mod 4 min	c mod 4 max	c mod 5	c mod 5 chance	c mod 5 param	c mod 5 min	c mod 5 max	*eol
Cast Speed	1				100					2	any,set	s77						useitem				cast1			10	10	levelreq			5	5																																																																										0
Life Steal	1				100					2	any,set	s93						useitem				lifesteal			2	2	levelreq			5	5																																																																										0
Mana Steal	1				100					2	any,set	s94						useitem				manasteal			2	2	levelreq			5	5																																																																										0
FreezeTarget	1				100					2	any,set	s78						useitem				freeze			5	5	levelreq			5	5																																																																										0
ChanceOpenWounds	1				100					2	any,set	s79						useitem				openwounds			10	10	levelreq			5	5																																																																										0
ChanceCrushingBlow	1				100					2	any,set	s80						useitem				crush			10	10	levelreq			5	5																																																																										0
ChanceDeadlyStrike	1				100					2	any,set	s81						useitem				deadly			10	10	levelreq			5	5																																																																										0
ChanceSlowTarget	1				100					2	any,set	s82						useitem				slow			10	10	levelreq			5	5																																																																										0
Defence	1				100					2	any,set	s83						useitem				ac			10	10	levelreq			5	5																																																																										0
EnhDef	1				100					2	any,set	s84						useitem				ac%			10	10	levelreq			5	5																																																																										0
DefvMissiles	1				100					2	any,set	s85						useitem				ac-miss			15	15	levelreq			5	5																																																																										0
DefvMelee	1				100					2	any,set	s86						useitem				ac-hth			10	10	levelreq			5	5																																																																										0
DamRed#	1				100					2	any,set	s87						useitem				red-dmg			5	5	levelreq			5	5																																																																										0
DamRed%	1				100					2	any,set	s88						useitem				red-dmg%			10	10	levelreq			5	5																																																																										0
MagicDamageReduced	1				100					2	any,set	s89						useitem				red-mag			5	5	levelreq			5	5																																																																										0
FireResistance	1				100					2	any,set	s90						useitem				res-fire			10	10	levelreq			5	5																																																																										0
FireResistanceMax	1				100					2	any,set	s91						useitem				res-fire-max			5	5	levelreq			5	5																																																																										0
ColdResistance	1				100					2	any,set	s92						useitem				res-cold			10	10	levelreq			5	5																																																																										0
ColdResistanceMax	1				100					2	any,set	s34						useitem				res-cold-max			5	5	levelreq			5	5																																																																										0
LightningResistance	1				100					2	any,set	s35						useitem				res-ltng			10	10	levelreq			5	5																																																																										0
LightningResistanceMax	1				100					2	any,set	s36						useitem				res-ltng-max			5	5	levelreq			5	5																																																																										0
